{'station_id': 'StationA', 'date': '2000-01-25', 'degrees': 17.253793607749706, 'partition': 3}
{'station_id': 'StationE', 'date': '2000-02-23', 'degrees': 25.078052705601564, 'partition': 2}
{'station_id': 'StationF', 'date': '2000-02-23', 'degrees': 56.90918528842076, 'partition': 0}
{'station_id': 'StationG', 'date': '2000-02-23', 'degrees': 15.810245884457158, 'partition': 3}
{'station_id': 'StationH', 'date': '2000-02-23', 'degrees': 19.815834067503612, 'partition': 3}
{'station_id': 'StationI', 'date': '2000-02-23', 'degrees': 5.0, 'partition': 3}
{'station_id': 'StationJ', 'date': '2000-02-23', 'degrees': 3.0, 'partition': 1}
{'station_id': 'StationA', 'date': '2000-02-24', 'degrees': 50.78411972020737, 'partition': 3}
{'station_id': 'StationB', 'date': '2000-02-24', 'degrees': 42.945125436198126, 'partition': 0}
{'station_id': 'StationC', 'date': '2000-02-24', 'degrees': 16.8058096587082, 'partition': 2}
{'station_id': 'StationD', 'date': '2000-02-24', 'degrees': 44.71980942033815, 'partition': 0}
{'station_id': 'StationE', 'date': '2000-02-24', 'degrees': 19.72329060246158, 'partition': 2}
{'station_id': 'StationF', 'date': '2000-02-24', 'degrees': 3.6582235545549153, 'partition': 0}
{'station_id': 'StationG', 'date': '2000-02-24', 'degrees': 46.63315340539134, 'partition': 3}
{'station_id': 'StationH', 'date': '2000-02-24', 'degrees': 41.24656197281484, 'partition': 3}
{'station_id': 'StationI', 'date': '2000-02-24', 'degrees': 5.0, 'partition': 3}
{'station_id': 'StationJ', 'date': '2000-02-24', 'degrees': 4.0, 'partition': 1}
{'station_id': 'StationA', 'date': '2000-02-25', 'degrees': 39.084648186327186, 'partition': 3}
{'station_id': 'StationB', 'date': '2000-02-25', 'degrees': 16.43357452828029, 'partition': 0}
{'station_id': 'StationC', 'date': '2000-02-25', 'degrees': 50.31386982844582, 'partition': 2}
{'station_id': 'StationD', 'date': '2000-02-25', 'degrees': 22.108733523832026, 'partition': 0}
{'station_id': 'StationE', 'date': '2000-02-25', 'degrees': 38.71042536743312, 'partition': 2}
{'station_id': 'StationF', 'date': '2000-02-25', 'degrees': 23.1943535217994, 'partition': 0}
{'station_id': 'StationG', 'date': '2000-02-25', 'degrees': 6.086878918302702, 'partition': 3}
{'station_id': 'StationH', 'date': '2000-02-25', 'degrees': 13.764351091554683, 'partition': 3}
{'station_id': 'StationI', 'date': '2000-02-25', 'degrees': 5.0, 'partition': 3}
{'station_id': 'StationJ', 'date': '2000-02-25', 'degrees': 5.0, 'partition': 1}
{'station_id': 'StationA', 'date': '2000-02-26', 'degrees': 37.994929154218795, 'partition': 3}
{'station_id': 'StationB', 'date': '2000-02-26', 'degrees': 34.42703570741174, 'partition': 0}
{'station_id': 'StationC', 'date': '2000-02-26', 'degrees': 13.830732875729634, 'partition': 2}
{'station_id': 'StationD', 'date': '2000-02-26', 'degrees': 32.257202170384915, 'partition': 0}
{'station_id': 'StationE', 'date': '2000-02-26', 'degrees': 22.595763567594197, 'partition': 2}
{'station_id': 'StationF', 'date': '2000-02-26', 'degrees': 32.35085605628972, 'partition': 0}
{'station_id': 'StationG', 'date': '2000-02-26', 'degrees': 31.182981600407523, 'partition': 3}
{'station_id': 'StationH', 'date': '2000-02-26', 'degrees': 29.61350694002006, 'partition': 3}
{'station_id': 'StationI', 'date': '2000-02-26', 'degrees': 5.0, 'partition': 3}
{'station_id': 'StationJ', 'date': '2000-02-26', 'degrees': 6.0, 'partition': 1}
{'station_id': 'StationA', 'date': '2000-02-27', 'degrees': 21.42599006661068, 'partition': 3}
{'station_id': 'StationB', 'date': '2000-02-27', 'degrees': 43.84775023130165, 'partition': 0}
{'station_id': 'StationC', 'date': '2000-02-27', 'degrees': 44.27905733510708, 'partition': 2}
{'station_id': 'StationD', 'date': '2000-02-27', 'degrees': 37.94849763086703, 'partition': 0}
{'station_id': 'StationE', 'date': '2000-02-27', 'degrees': 22.141166902932987, 'partition': 2}
{'station_id': 'StationF', 'date': '2000-02-27', 'degrees': 38.82938985658511, 'partition': 0}
{'station_id': 'StationG', 'date': '2000-02-27', 'degrees': 17.832298995853996, 'partition': 3}
{'station_id': 'StationH', 'date': '2000-02-27', 'degrees': 46.16580987434386, 'partition': 3}
{'station_id': 'StationI', 'date': '2000-02-27', 'degrees': 5.0, 'partition': 3}
{'station_id': 'StationJ', 'date': '2000-02-27', 'degrees': 7.0, 'partition': 1}
{'station_id': 'StationA', 'date': '2000-02-28', 'degrees': 32.431672290140206, 'partition': 3}
{'station_id': 'StationB', 'date': '2000-02-28', 'degrees': 51.41669415605548, 'partition': 0}
{'station_id': 'StationC', 'date': '2000-02-28', 'degrees': 39.23203381949659, 'partition': 2}
{'station_id': 'StationD', 'date': '2000-02-28', 'degrees': 45.529910548724914, 'partition': 0}
{'station_id': 'StationE', 'date': '2000-02-28', 'degrees': 45.826567134372965, 'partition': 2}
{'station_id': 'StationF', 'date': '2000-02-28', 'degrees': 27.87023251631055, 'partition': 0}
{'station_id': 'StationG', 'date': '2000-02-28', 'degrees': 21.86046194901752, 'partition': 3}
{'station_id': 'StationH', 'date': '2000-02-28', 'degrees': 30.170438385633908, 'partition': 3}
{'station_id': 'StationI', 'date': '2000-02-28', 'degrees': 5.0, 'partition': 3}
{'station_id': 'StationJ', 'date': '2000-02-28', 'degrees': 8.0, 'partition': 1}
{'station_id': 'StationA', 'date': '2000-02-29', 'degrees': 53.09870527999431, 'partition': 3}
{'station_id': 'StationB', 'date': '2000-02-29', 'degrees': 29.335230543467755, 'partition': 0}
{'station_id': 'StationC', 'date': '2000-02-29', 'degrees': 17.745007091338948, 'partition': 2}
{'station_id': 'StationD', 'date': '2000-02-29', 'degrees': 22.986416329908486, 'partition': 0}
{'station_id': 'StationE', 'date': '2000-02-29', 'degrees': 34.85013517357738, 'partition': 2}
{'station_id': 'StationF', 'date': '2000-02-29', 'degrees': 33.37704444590515, 'partition': 0}
{'station_id': 'StationG', 'date': '2000-02-29', 'degrees': 20.641779339408828, 'partition': 3}
{'station_id': 'StationH', 'date': '2000-02-29', 'degrees': 18.859772843391898, 'partition': 3}
{'station_id': 'StationI', 'date': '2000-02-29', 'degrees': 5.0, 'partition': 3}
{'station_id': 'StationJ', 'date': '2000-02-29', 'degrees': 9.0, 'partition': 1}
{'station_id': 'StationA', 'date': '2000-03-01', 'degrees': 36.60224490775766, 'partition': 3}
{'station_id': 'StationB', 'date': '2000-03-01', 'degrees': 44.63597897862972, 'partition': 0}
{'station_id': 'StationC', 'date': '2000-03-01', 'degrees': 69.15110098369087, 'partition': 2}
{'station_id': 'StationD', 'date': '2000-03-01', 'degrees': 29.5292499075317, 'partition': 0}
{'station_id': 'StationE', 'date': '2000-03-01', 'degrees': 11.339784514733985, 'partition': 2}
{'station_id': 'StationF', 'date': '2000-03-01', 'degrees': 52.3700119912787, 'partition': 0}
{'station_id': 'StationG', 'date': '2000-03-01', 'degrees': 23.605814722852347, 'partition': 3}
{'station_id': 'StationH', 'date': '2000-03-01', 'degrees': 15.732075229439705, 'partition': 3}
{'station_id': 'StationI', 'date': '2000-03-01', 'degrees': 5.0, 'partition': 3}
{'station_id': 'StationJ', 'date': '2000-03-01', 'degrees': 0.0, 'partition': 1}
{'station_id': 'StationA', 'date': '2000-03-02', 'degrees': 24.19079899173151, 'partition': 3}
{'station_id': 'StationB', 'date': '2000-03-02', 'degrees': 13.313083176908851, 'partition': 0}
{'station_id': 'StationC', 'date': '2000-03-02', 'degrees': 46.38355017917404, 'partition': 2}
{'station_id': 'StationD', 'date': '2000-03-02', 'degrees': 25.78186686766868, 'partition': 0}
{'station_id': 'StationE', 'date': '2000-03-02', 'degrees': 21.148503963346176, 'partition': 2}
{'station_id': 'StationF', 'date': '2000-03-02', 'degrees': 10.16083191610868, 'partition': 0}
{'station_id': 'StationG', 'date': '2000-03-02', 'degrees': 32.65990504774881, 'partition': 3}
{'station_id': 'StationH', 'date': '2000-03-02', 'degrees': 37.18008302047062, 'partition': 3}
{'station_id': 'StationI', 'date': '2000-03-02', 'degrees': 5.0, 'partition': 3}
{'station_id': 'StationJ', 'date': '2000-03-02', 'degrees': 1.0, 'partition': 1}
{'station_id': 'StationA', 'date': '2000-03-03', 'degrees': 62.351355429703695, 'partition': 3}
{'station_id': 'StationB', 'date': '2000-03-03', 'degrees': 55.73192843022545, 'partition': 0}
{'station_id': 'StationC', 'date': '2000-03-03', 'degrees': 29.345611487904037, 'partition': 2}
{'station_id': 'StationD', 'date': '2000-03-03', 'degrees': 33.24608211212038, 'partition': 0}
{'station_id': 'StationE', 'date': '2000-03-03', 'degrees': 24.31010596853271, 'partition': 2}
{'station_id': 'StationF', 'date': '2000-03-03', 'degrees': 19.867283456277942, 'partition': 0}
{'station_id': 'StationG', 'date': '2000-03-03', 'degrees': 28.805567135277627, 'partition': 3}
{'station_id': 'StationH', 'date': '2000-03-03', 'degrees': 27.404192267335613, 'partition': 3}
{'station_id': 'StationI', 'date': '2000-03-03', 'degrees': 5.0, 'partition': 3}
{'station_id': 'StationJ', 'date': '2000-03-03', 'degrees': 2.0, 'partition': 1}
{'station_id': 'StationA', 'date': '2000-03-04', 'degrees': 41.15241122450419, 'partition': 3}
{'station_id': 'StationB', 'date': '2000-03-04', 'degrees': 17.944923389592006, 'partition': 0}
{'station_id': 'StationC', 'date': '2000-03-04', 'degrees': 58.301426715785865, 'partition': 2}
{'station_id': 'StationD', 'date': '2000-03-04', 'degrees': 18.210289892625504, 'partition': 0}
{'station_id': 'StationE', 'date': '2000-03-04', 'degrees': 31.043443776503214, 'partition': 2}
{'station_id': 'StationF', 'date': '2000-03-04', 'degrees': 49.14333625249247, 'partition': 0}
{'station_id': 'StationG', 'date': '2000-03-04', 'degrees': 48.060652635928804, 'partition': 3}
{'station_id': 'StationH', 'date': '2000-03-04', 'degrees': 29.947021219786215, 'partition': 3}
{'station_id': 'StationI', 'date': '2000-03-04', 'degrees': 5.0, 'partition': 3}
{'station_id': 'StationJ', 'date': '2000-03-04', 'degrees': 3.0, 'partition': 1}
{'station_id': 'StationA', 'date': '2000-03-05', 'degrees': 39.838506330899634, 'partition': 3}
{'station_id': 'StationB', 'date': '2000-03-05', 'degrees': 21.269798854425574, 'partition': 0}
{'station_id': 'StationC', 'date': '2000-03-05', 'degrees': 11.57619593998226, 'partition': 2}
{'station_id': 'StationD', 'date': '2000-03-05', 'degrees': 20.969483016671298, 'partition': 0}
{'station_id': 'StationE', 'date': '2000-03-05', 'degrees': 37.8984437416348, 'partition': 2}
{'station_id': 'StationF', 'date': '2000-03-05', 'degrees': 36.565813881443844, 'partition': 0}
{'station_id': 'StationG', 'date': '2000-03-05', 'degrees': 13.656279750484284, 'partition': 3}
{'station_id': 'StationH', 'date': '2000-03-05', 'degrees': 24.24049625283418, 'partition': 3}
{'station_id': 'StationI', 'date': '2000-03-05', 'degrees': 5.0, 'partition': 3}
{'station_id': 'StationJ', 'date': '2000-03-05', 'degrees': 4.0, 'partition': 1}
{'station_id': 'StationA', 'date': '2000-03-06', 'degrees': -8.62740523059886, 'partition': 3}
{'station_id': 'StationB', 'date': '2000-03-06', 'degrees': 32.412347373570185, 'partition': 0}
{'station_id': 'StationC', 'date': '2000-03-06', 'degrees': 37.008069950334956, 'partition': 2}
{'station_id': 'StationD', 'date': '2000-03-06', 'degrees': 13.747947876295058, 'partition': 0}
{'station_id': 'StationE', 'date': '2000-03-06', 'degrees': 43.34138311341218, 'partition': 2}
{'station_id': 'StationF', 'date': '2000-03-06', 'degrees': 37.78527898758804, 'partition': 0}
{'station_id': 'StationG', 'date': '2000-03-06', 'degrees': 41.85501985939709, 'partition': 3}
{'station_id': 'StationH', 'date': '2000-03-06', 'degrees': 21.46402882857215, 'partition': 3}
{'station_id': 'StationI', 'date': '2000-03-06', 'degrees': 5.0, 'partition': 3}
{'station_id': 'StationJ', 'date': '2000-03-06', 'degrees': 5.0, 'partition': 1}
{'station_id': 'StationA', 'date': '2000-03-07', 'degrees': 40.501584609185315, 'partition': 3}
{'station_id': 'StationB', 'date': '2000-03-07', 'degrees': 30.810074679655855, 'partition': 0}
{'station_id': 'StationC', 'date': '2000-03-07', 'degrees': 21.586174808625827, 'partition': 2}
{'station_id': 'StationD', 'date': '2000-03-07', 'degrees': 16.891661109048286, 'partition': 0}
{'station_id': 'StationE', 'date': '2000-03-07', 'degrees': 12.604934165717864, 'partition': 2}
{'station_id': 'StationF', 'date': '2000-03-07', 'degrees': 46.504816539302716, 'partition': 0}
{'station_id': 'StationG', 'date': '2000-03-07', 'degrees': 48.27921011822953, 'partition': 3}
{'station_id': 'StationH', 'date': '2000-03-07', 'degrees': 17.578028313184774, 'partition': 3}
{'station_id': 'StationI', 'date': '2000-03-07', 'degrees': 5.0, 'partition': 3}
{'station_id': 'StationJ', 'date': '2000-03-07', 'degrees': 6.0, 'partition': 1}
{'station_id': 'StationA', 'date': '2000-03-08', 'degrees': -5.743767004489804, 'partition': 3}
{'station_id': 'StationB', 'date': '2000-03-08', 'degrees': 29.060270513079963, 'partition': 0}
{'station_id': 'StationC', 'date': '2000-03-08', 'degrees': 38.86219184299069, 'partition': 2}
{'station_id': 'StationD', 'date': '2000-03-08', 'degrees': 15.548075307333574, 'partition': 0}
{'station_id': 'StationE', 'date': '2000-03-08', 'degrees': 28.071825044884143, 'partition': 2}
{'station_id': 'StationF', 'date': '2000-03-08', 'degrees': 31.468203240737953, 'partition': 0}
{'station_id': 'StationG', 'date': '2000-03-08', 'degrees': 51.397913628147116, 'partition': 3}
{'station_id': 'StationH', 'date': '2000-03-08', 'degrees': 41.94873165545048, 'partition': 3}
{'station_id': 'StationI', 'date': '2000-03-08', 'degrees': 5.0, 'partition': 3}
{'station_id': 'StationJ', 'date': '2000-03-08', 'degrees': 7.0, 'partition': 1}
{'station_id': 'StationB', 'date': '2000-03-09', 'degrees': 13.072155123918684, 'partition': 0}
{'station_id': 'StationA', 'date': '2000-03-09', 'degrees': 20.91387111237605, 'partition': 3}
{'station_id': 'StationC', 'date': '2000-03-09', 'degrees': 32.27658044330498, 'partition': 2}
{'station_id': 'StationD', 'date': '2000-03-09', 'degrees': 25.96188055901131, 'partition': 0}
{'station_id': 'StationE', 'date': '2000-03-09', 'degrees': 41.90535927541495, 'partition': 2}
{'station_id': 'StationF', 'date': '2000-03-09', 'degrees': 26.842419824245244, 'partition': 0}
{'station_id': 'StationG', 'date': '2000-03-09', 'degrees': 52.587098647890016, 'partition': 3}
{'station_id': 'StationH', 'date': '2000-03-09', 'degrees': 46.97601947913421, 'partition': 3}
{'station_id': 'StationI', 'date': '2000-03-09', 'degrees': 5.0, 'partition': 3}
{'station_id': 'StationJ', 'date': '2000-03-09', 'degrees': 8.0, 'partition': 1}
{'station_id': 'StationA', 'date': '2000-03-10', 'degrees': 40.154324663793716, 'partition': 3}
{'station_id': 'StationB', 'date': '2000-03-10', 'degrees': 38.871506959156164, 'partition': 0}
{'station_id': 'StationC', 'date': '2000-03-10', 'degrees': 31.636068443424403, 'partition': 2}
{'station_id': 'StationD', 'date': '2000-03-10', 'degrees': 31.591660441245697, 'partition': 0}
{'station_id': 'StationE', 'date': '2000-03-10', 'degrees': 44.47691181674522, 'partition': 2}
{'station_id': 'StationF', 'date': '2000-03-10', 'degrees': 33.03543992137708, 'partition': 0}
{'station_id': 'StationG', 'date': '2000-03-10', 'degrees': 39.50854006226933, 'partition': 3}
{'station_id': 'StationH', 'date': '2000-03-10', 'degrees': 17.670347512514567, 'partition': 3}
{'station_id': 'StationI', 'date': '2000-03-10', 'degrees': 5.0, 'partition': 3}
{'station_id': 'StationJ', 'date': '2000-03-10', 'degrees': 9.0, 'partition': 1}
{'station_id': 'StationA', 'date': '2000-03-11', 'degrees': 32.80089628283333, 'partition': 3}
{'station_id': 'StationB', 'date': '2000-03-11', 'degrees': 37.09384645562763, 'partition': 0}
{'station_id': 'StationC', 'date': '2000-03-11', 'degrees': 35.96653225895573, 'partition': 2}
{'station_id': 'StationD', 'date': '2000-03-11', 'degrees': 20.099549639984705, 'partition': 0}
{'station_id': 'StationE', 'date': '2000-03-11', 'degrees': 24.821341155839587, 'partition': 2}
{'station_id': 'StationF', 'date': '2000-03-11', 'degrees': -1.7080390822653833, 'partition': 0}
{'station_id': 'StationG', 'date': '2000-03-11', 'degrees': 28.21583842970751, 'partition': 3}
{'station_id': 'StationH', 'date': '2000-03-11', 'degrees': 53.16744834866919, 'partition': 3}
{'station_id': 'StationI', 'date': '2000-03-11', 'degrees': 5.0, 'partition': 3}
{'station_id': 'StationJ', 'date': '2000-03-11', 'degrees': 0.0, 'partition': 1}
{'station_id': 'StationA', 'date': '2000-03-12', 'degrees': 34.4637129408435, 'partition': 3}
{'station_id': 'StationB', 'date': '2000-03-12', 'degrees': 28.994377257781483, 'partition': 0}
{'station_id': 'StationC', 'date': '2000-03-12', 'degrees': 9.922998409007665, 'partition': 2}
{'station_id': 'StationD', 'date': '2000-03-12', 'degrees': 49.74636821509957, 'partition': 0}
{'station_id': 'StationE', 'date': '2000-03-12', 'degrees': 27.229712450195322, 'partition': 2}
{'station_id': 'StationF', 'date': '2000-03-12', 'degrees': 57.41518126269098, 'partition': 0}
{'station_id': 'StationG', 'date': '2000-03-12', 'degrees': 12.99944526750259, 'partition': 3}
{'station_id': 'StationH', 'date': '2000-03-12', 'degrees': 33.42303889690675, 'partition': 3}
{'station_id': 'StationJ', 'date': '2000-03-12', 'degrees': 1.0, 'partition': 1}
{'station_id': 'StationI', 'date': '2000-03-12', 'degrees': 5.0, 'partition': 3}
{'station_id': 'StationA', 'date': '2000-03-13', 'degrees': 12.154020912840206, 'partition': 3}
{'station_id': 'StationC', 'date': '2000-03-13', 'degrees': 17.657249479729668, 'partition': 2}
{'station_id': 'StationB', 'date': '2000-03-13', 'degrees': 39.47807528520478, 'partition': 0}
{'station_id': 'StationD', 'date': '2000-03-13', 'degrees': 57.22878748079967, 'partition': 0}
{'station_id': 'StationE', 'date': '2000-03-13', 'degrees': 33.69808790228491, 'partition': 2}
{'station_id': 'StationF', 'date': '2000-03-13', 'degrees': 48.88174933823426, 'partition': 0}
{'station_id': 'StationG', 'date': '2000-03-13', 'degrees': 9.125506211264785, 'partition': 3}
{'station_id': 'StationH', 'date': '2000-03-13', 'degrees': 60.90977310992529, 'partition': 3}
{'station_id': 'StationI', 'date': '2000-03-13', 'degrees': 5.0, 'partition': 3}
{'station_id': 'StationJ', 'date': '2000-03-13', 'degrees': 2.0, 'partition': 1}
{'station_id': 'StationA', 'date': '2000-03-14', 'degrees': 38.3475053648864, 'partition': 3}
{'station_id': 'StationB', 'date': '2000-03-14', 'degrees': 36.83958772520947, 'partition': 0}
{'station_id': 'StationC', 'date': '2000-03-14', 'degrees': 43.27540018221555, 'partition': 2}
{'station_id': 'StationD', 'date': '2000-03-14', 'degrees': 17.25079670147327, 'partition': 0}
{'station_id': 'StationE', 'date': '2000-03-14', 'degrees': 8.714726705144614, 'partition': 2}
{'station_id': 'StationF', 'date': '2000-03-14', 'degrees': 33.5599736055991, 'partition': 0}
{'station_id': 'StationG', 'date': '2000-03-14', 'degrees': 6.407994730321288, 'partition': 3}
{'station_id': 'StationH', 'date': '2000-03-14', 'degrees': 42.79057424113581, 'partition': 3}
{'station_id': 'StationI', 'date': '2000-03-14', 'degrees': 5.0, 'partition': 3}
{'station_id': 'StationJ', 'date': '2000-03-14', 'degrees': 3.0, 'partition': 1}
{'station_id': 'StationB', 'date': '2000-03-15', 'degrees': 5.363328092432546, 'partition': 0}
{'station_id': 'StationA', 'date': '2000-03-15', 'degrees': 39.809143637991156, 'partition': 3}
{'station_id': 'StationC', 'date': '2000-03-15', 'degrees': -1.6196519487734342, 'partition': 2}
{'station_id': 'StationD', 'date': '2000-03-15', 'degrees': 54.235216573682244, 'partition': 0}
{'station_id': 'StationE', 'date': '2000-03-15', 'degrees': 40.92040866126977, 'partition': 2}
{'station_id': 'StationF', 'date': '2000-03-15', 'degrees': 23.11956640156672, 'partition': 0}
{'station_id': 'StationG', 'date': '2000-03-15', 'degrees': 38.64762608502821, 'partition': 3}
{'station_id': 'StationH', 'date': '2000-03-15', 'degrees': 35.49718287522916, 'partition': 3}
{'station_id': 'StationI', 'date': '2000-03-15', 'degrees': 5.0, 'partition': 3}
{'station_id': 'StationJ', 'date': '2000-03-15', 'degrees': 4.0, 'partition': 1}
{'station_id': 'StationA', 'date': '2000-03-16', 'degrees': 44.69270342624988, 'partition': 3}
{'station_id': 'StationB', 'date': '2000-03-16', 'degrees': 29.691587820495357, 'partition': 0}
{'station_id': 'StationC', 'date': '2000-03-16', 'degrees': 49.755391293813375, 'partition': 2}
{'station_id': 'StationD', 'date': '2000-03-16', 'degrees': 50.099069708619155, 'partition': 0}
{'station_id': 'StationE', 'date': '2000-03-16', 'degrees': -1.9845514090990548, 'partition': 2}
{'station_id': 'StationF', 'date': '2000-03-16', 'degrees': 24.789336116520126, 'partition': 0}
{'station_id': 'StationG', 'date': '2000-03-16', 'degrees': 33.34335714708232, 'partition': 3}
{'station_id': 'StationH', 'date': '2000-03-16', 'degrees': 29.863831461591367, 'partition': 3}
{'station_id': 'StationJ', 'date': '2000-03-16', 'degrees': 5.0, 'partition': 1}
{'station_id': 'StationI', 'date': '2000-03-16', 'degrees': 5.0, 'partition': 3}
{'station_id': 'StationA', 'date': '2000-03-17', 'degrees': 23.058204139987872, 'partition': 3}
{'station_id': 'StationB', 'date': '2000-03-17', 'degrees': 59.07197588381617, 'partition': 0}
{'station_id': 'StationC', 'date': '2000-03-17', 'degrees': 14.842986946890374, 'partition': 2}
{'station_id': 'StationD', 'date': '2000-03-17', 'degrees': 51.474723812456006, 'partition': 0}
{'station_id': 'StationE', 'date': '2000-03-17', 'degrees': 38.042437746399244, 'partition': 2}
{'station_id': 'StationF', 'date': '2000-03-17', 'degrees': 57.59830600934136, 'partition': 0}
{'station_id': 'StationG', 'date': '2000-03-17', 'degrees': 26.63280607211496, 'partition': 3}
{'station_id': 'StationH', 'date': '2000-03-17', 'degrees': 37.710722268202765, 'partition': 3}
